"GCODE";"Ost";"Nord";"AWGN ID";"Parameter";"Messstation";"Gewässer";"Jahr";"Datum";"Tagesmittelwert";"Dimension"
"CYY176";"516.388";"5.409.435";"2.345";"Elektrische Leitfähigkeit bei ...Grad Celsius";"Hofen (CYY176)";"Neckar";"2025";"05.07.2025";"943,4";"µS/cm"
"CYY176";"516.388";"5.409.435";"2.345";"Elektrische Leitfähigkeit bei ...Grad Celsius";"Hofen (CYY176)";"Neckar";"2025";"06.07.2025";"985,3";"µS/cm"
"CYY176";"516.388";"5.409.435";"2.345";"Elektrische Leitfähigkeit bei ...Grad Celsius";"Hofen (CYY176)";"Neckar";"2025";"07.07.2025";"997,5";"µS/cm"
"CYY176";"516.388";"5.409.435";"2.345";"Elektrische Leitfähigkeit bei ...Grad Celsius";"Hofen (CYY176)";"Neckar";"2025";"08.07.2025";"1001,5";"µS/cm"
"CYY176";"516.388";"5.409.435";"2.345";"Elektrische Leitfähigkeit bei ...Grad Celsius";"Hofen (CYY176)";"Neckar";"2025";"09.07.2025";"972,5";"µS/cm"
"CYY176";"516.388";"5.409.435";"2.345";"Elektrische Leitfähigkeit bei ...Grad Celsius";"Hofen (CYY176)";"Neckar";"2025";"10.07.2025";"955";"µS/cm"
"CYY176";"516.388";"5.409.435";"2.345";"Elektrische Leitfähigkeit bei ...Grad Celsius";"Hofen (CYY176)";"Neckar";"2025";"11.07.2025";"973";"µS/cm"
"CYY176";"516.388";"5.409.435";"2.345";"Elektrische Leitfähigkeit bei ...Grad Celsius";"Hofen (CYY176)";"Neckar";"2025";"12.07.2025";"990,7";"µS/cm"
"CYY176";"516.388";"5.409.435";"2.345";"Elektrische Leitfähigkeit bei ...Grad Celsius";"Hofen (CYY176)";"Neckar";"2025";"13.07.2025";"992,7";"µS/cm"
"CYY176";"516.388";"5.409.435";"2.345";"Elektrische Leitfähigkeit bei ...Grad Celsius";"Hofen (CYY176)";"Neckar";"2025";"14.07.2025";"984,7";"µS/cm"
"CYY176";"516.388";"5.409.435";"2.345";"Elektrische Leitfähigkeit bei ...Grad Celsius";"Hofen (CYY176)";"Neckar";"2025";"15.07.2025";"961,3";"µS/cm"
"CYY176";"516.388";"5.409.435";"2.345";"Elektrische Leitfähigkeit bei ...Grad Celsius";"Hofen (CYY176)";"Neckar";"2025";"16.07.2025";"910,6";"µS/cm"
"CYY176";"516.388";"5.409.435";"2.345";"Elektrische Leitfähigkeit bei ...Grad Celsius";"Hofen (CYY176)";"Neckar";"2025";"17.07.2025";"939,1";"µS/cm"
"CYY176";"516.388";"5.409.435";"2.345";"Elektrische Leitfähigkeit bei ...Grad Celsius";"Hofen (CYY176)";"Neckar";"2025";"18.07.2025";"917,1";"µS/cm"
"CYY176";"516.388";"5.409.435";"2.345";"Elektrische Leitfähigkeit bei ...Grad Celsius";"Hofen (CYY176)";"Neckar";"2025";"19.07.2025";"947,6";"µS/cm"
"CYY176";"516.388";"5.409.435";"2.345";"Elektrische Leitfähigkeit bei ...Grad Celsius";"Hofen (CYY176)";"Neckar";"2025";"20.07.2025";"961,5";"µS/cm"
"CYY176";"516.388";"5.409.435";"2.345";"Elektrische Leitfähigkeit bei ...Grad Celsius";"Hofen (CYY176)";"Neckar";"2025";"21.07.2025";"914";"µS/cm"
"CYY176";"516.388";"5.409.435";"2.345";"Elektrische Leitfähigkeit bei ...Grad Celsius";"Hofen (CYY176)";"Neckar";"2025";"22.07.2025";"846,2";"µS/cm"
"CYY176";"516.388";"5.409.435";"2.345";"Elektrische Leitfähigkeit bei ...Grad Celsius";"Hofen (CYY176)";"Neckar";"2025";"23.07.2025";"750,1";"µS/cm"
"CYY176";"516.388";"5.409.435";"2.345";"Elektrische Leitfähigkeit bei ...Grad Celsius";"Hofen (CYY176)";"Neckar";"2025";"24.07.2025";"802,1";"µS/cm"
"CYY176";"516.388";"5.409.435";"2.345";"Elektrische Leitfähigkeit bei ...Grad Celsius";"Hofen (CYY176)";"Neckar";"2025";"25.07.2025";"826,6";"µS/cm"
"CYY176";"516.388";"5.409.435";"2.345";"Elektrische Leitfähigkeit bei ...Grad Celsius";"Hofen (CYY176)";"Neckar";"2025";"26.07.2025";"862";"µS/cm"
"CYY176";"516.388";"5.409.435";"2.345";"Elektrische Leitfähigkeit bei ...Grad Celsius";"Hofen (CYY176)";"Neckar";"2025";"27.07.2025";"836";"µS/cm"
"CYY176";"516.388";"5.409.435";"2.345";"Elektrische Leitfähigkeit bei ...Grad Celsius";"Hofen (CYY176)";"Neckar";"2025";"28.07.2025";"796,7";"µS/cm"
"CYY176";"516.388";"5.409.435";"2.345";"Elektrische Leitfähigkeit bei ...Grad Celsius";"Hofen (CYY176)";"Neckar";"2025";"29.07.2025";"763,3";"µS/cm"
"CYY176";"516.388";"5.409.435";"2.345";"Elektrische Leitfähigkeit bei ...Grad Celsius";"Hofen (CYY176)";"Neckar";"2025";"30.07.2025";"-";"µS/cm"
"CYY176";"516.388";"5.409.435";"2.345";"Elektrische Leitfähigkeit bei ...Grad Celsius";"Hofen (CYY176)";"Neckar";"2025";"31.07.2025";"594,5";"µS/cm"
"CYY176";"516.388";"5.409.435";"2.345";"Elektrische Leitfähigkeit bei ...Grad Celsius";"Hofen (CYY176)";"Neckar";"2025";"01.08.2025";"635,2";"µS/cm"
"CYY176";"516.388";"5.409.435";"2.345";"Elektrische Leitfähigkeit bei ...Grad Celsius";"Hofen (CYY176)";"Neckar";"2025";"02.08.2025";"686,7";"µS/cm"
"CYY176";"516.388";"5.409.435";"2.345";"Elektrische Leitfähigkeit bei ...Grad Celsius";"Hofen (CYY176)";"Neckar";"2025";"03.08.2025";"633";"µS/cm"
"CYY176";"516.388";"5.409.435";"2.345";"Elektrische Leitfähigkeit bei ...Grad Celsius";"Hofen (CYY176)";"Neckar";"2025";"04.08.2025";"579,6";"µS/cm"
"CYY176";"516.388";"5.409.435";"2.345";"Elektrische Leitfähigkeit bei ...Grad Celsius";"Hofen (CYY176)";"Neckar";"2025";"05.08.2025";"598,1";"µS/cm"
"CYY176";"516.388";"5.409.435";"2.345";"Elektrische Leitfähigkeit bei ...Grad Celsius";"Hofen (CYY176)";"Neckar";"2025";"06.08.2025";"630,7";"µS/cm"
"CYY176";"516.388";"5.409.435";"2.345";"Elektrische Leitfähigkeit bei ...Grad Celsius";"Hofen (CYY176)";"Neckar";"2025";"07.08.2025";"667,5";"µS/cm"
"CYY176";"516.388";"5.409.435";"2.345";"Elektrische Leitfähigkeit bei ...Grad Celsius";"Hofen (CYY176)";"Neckar";"2025";"08.08.2025";"713,6";"µS/cm"
"CYY176";"516.388";"5.409.435";"2.345";"Elektrische Leitfähigkeit bei ...Grad Celsius";"Hofen (CYY176)";"Neckar";"2025";"09.08.2025";"734,5";"µS/cm"
"CYY176";"516.388";"5.409.435";"2.345";"Elektrische Leitfähigkeit bei ...Grad Celsius";"Hofen (CYY176)";"Neckar";"2025";"10.08.2025";"748,6";"µS/cm"
"CYY176";"516.388";"5.409.435";"2.345";"Elektrische Leitfähigkeit bei ...Grad Celsius";"Hofen (CYY176)";"Neckar";"2025";"11.08.2025";"760,5";"µS/cm"
"CYY176";"516.388";"5.409.435";"2.345";"Elektrische Leitfähigkeit bei ...Grad Celsius";"Hofen (CYY176)";"Neckar";"2025";"12.08.2025";"781,7";"µS/cm"
"CYY176";"516.388";"5.409.435";"2.345";"Elektrische Leitfähigkeit bei ...Grad Celsius";"Hofen (CYY176)";"Neckar";"2025";"13.08.2025";"768,2";"µS/cm"
"CYY176";"516.388";"5.409.435";"2.345";"Elektrische Leitfähigkeit bei ...Grad Celsius";"Hofen (CYY176)";"Neckar";"2025";"14.08.2025";"789,8";"µS/cm"
"CYY176";"516.388";"5.409.435";"2.345";"Elektrische Leitfähigkeit bei ...Grad Celsius";"Hofen (CYY176)";"Neckar";"2025";"15.08.2025";"789,5";"µS/cm"
"CYY176";"516.388";"5.409.435";"2.345";"Elektrische Leitfähigkeit bei ...Grad Celsius";"Hofen (CYY176)";"Neckar";"2025";"16.08.2025";"806,6";"µS/cm"
"CYY176";"516.388";"5.409.435";"2.345";"Elektrische Leitfähigkeit bei ...Grad Celsius";"Hofen (CYY176)";"Neckar";"2025";"17.08.2025";"821,1";"µS/cm"
"CYY176";"516.388";"5.409.435";"2.345";"Elektrische Leitfähigkeit bei ...Grad Celsius";"Hofen (CYY176)";"Neckar";"2025";"18.08.2025";"-";"µS/cm"
"CYY176";"516.388";"5.409.435";"2.345";"Elektrische Leitfähigkeit bei ...Grad Celsius";"Hofen (CYY176)";"Neckar";"2025";"19.08.2025";"-";"µS/cm"
"CYY176";"516.388";"5.409.435";"2.345";"Elektrische Leitfähigkeit bei ...Grad Celsius";"Hofen (CYY176)";"Neckar";"2025";"20.08.2025";"-";"µS/cm"
"CYY176";"516.388";"5.409.435";"2.345";"Elektrische Leitfähigkeit bei ...Grad Celsius";"Hofen (CYY176)";"Neckar";"2025";"21.08.2025";"-";"µS/cm"
"CYY176";"516.388";"5.409.435";"2.345";"Elektrische Leitfähigkeit bei ...Grad Celsius";"Hofen (CYY176)";"Neckar";"2025";"22.08.2025";"-";"µS/cm"
"CYY176";"516.388";"5.409.435";"2.345";"Elektrische Leitfähigkeit bei ...Grad Celsius";"Hofen (CYY176)";"Neckar";"2025";"23.08.2025";"-";"µS/cm"
"CYY176";"516.388";"5.409.435";"2.345";"Elektrische Leitfähigkeit bei ...Grad Celsius";"Hofen (CYY176)";"Neckar";"2025";"24.08.2025";"-";"µS/cm"
"CYY176";"516.388";"5.409.435";"2.345";"Elektrische Leitfähigkeit bei ...Grad Celsius";"Hofen (CYY176)";"Neckar";"2025";"25.08.2025";"-";"µS/cm"
"CYY176";"516.388";"5.409.435";"2.345";"Elektrische Leitfähigkeit bei ...Grad Celsius";"Hofen (CYY176)";"Neckar";"2025";"26.08.2025";"-";"µS/cm"
"CYY176";"516.388";"5.409.435";"2.345";"Elektrische Leitfähigkeit bei ...Grad Celsius";"Hofen (CYY176)";"Neckar";"2025";"27.08.2025";"-";"µS/cm"
"CYY176";"516.388";"5.409.435";"2.345";"Elektrische Leitfähigkeit bei ...Grad Celsius";"Hofen (CYY176)";"Neckar";"2025";"28.08.2025";"-";"µS/cm"
"CYY176";"516.388";"5.409.435";"2.345";"Elektrische Leitfähigkeit bei ...Grad Celsius";"Hofen (CYY176)";"Neckar";"2025";"29.08.2025";"921,8";"µS/cm"
"CYY176";"516.388";"5.409.435";"2.345";"Elektrische Leitfähigkeit bei ...Grad Celsius";"Hofen (CYY176)";"Neckar";"2025";"30.08.2025";"902,2";"µS/cm"
"CYY176";"516.388";"5.409.435";"2.345";"Elektrische Leitfähigkeit bei ...Grad Celsius";"Hofen (CYY176)";"Neckar";"2025";"31.08.2025";"876,4";"µS/cm"
"CYY176";"516.388";"5.409.435";"2.345";"Elektrische Leitfähigkeit bei ...Grad Celsius";"Hofen (CYY176)";"Neckar";"2025";"01.09.2025";"858,5";"µS/cm"
"CYY176";"516.388";"5.409.435";"2.345";"Elektrische Leitfähigkeit bei ...Grad Celsius";"Hofen (CYY176)";"Neckar";"2025";"02.09.2025";"867,1";"µS/cm"
"CYY176";"516.388";"5.409.435";"2.345";"Elektrische Leitfähigkeit bei ...Grad Celsius";"Hofen (CYY176)";"Neckar";"2025";"03.09.2025";"843,3";"µS/cm"
"CYY176";"516.388";"5.409.435";"2.345";"Elektrische Leitfähigkeit bei ...Grad Celsius";"Hofen (CYY176)";"Neckar";"2025";"04.09.2025";"813,1";"µS/cm"
"CYY176";"516.388";"5.409.435";"2.345";"Elektrische Leitfähigkeit bei ...Grad Celsius";"Hofen (CYY176)";"Neckar";"2025";"05.09.2025";"843,2";"µS/cm"
"CYY176";"516.388";"5.409.435";"2.345";"Elektrische Leitfähigkeit bei ...Grad Celsius";"Hofen (CYY176)";"Neckar";"2025";"06.09.2025";"804";"µS/cm"
"CYY176";"516.388";"5.409.435";"2.345";"Elektrische Leitfähigkeit bei ...Grad Celsius";"Hofen (CYY176)";"Neckar";"2025";"07.09.2025";"782";"µS/cm"
"CYY176";"516.388";"5.409.435";"2.345";"Elektrische Leitfähigkeit bei ...Grad Celsius";"Hofen (CYY176)";"Neckar";"2025";"08.09.2025";"795,9";"µS/cm"
"CYY176";"516.388";"5.409.435";"2.345";"Elektrische Leitfähigkeit bei ...Grad Celsius";"Hofen (CYY176)";"Neckar";"2025";"09.09.2025";"808";"µS/cm"
"CYY176";"516.388";"5.409.435";"2.345";"Elektrische Leitfähigkeit bei ...Grad Celsius";"Hofen (CYY176)";"Neckar";"2025";"10.09.2025";"765,6";"µS/cm"
"CYY176";"516.388";"5.409.435";"2.345";"Elektrische Leitfähigkeit bei ...Grad Celsius";"Hofen (CYY176)";"Neckar";"2025";"11.09.2025";"803";"µS/cm"
"CYY176";"516.388";"5.409.435";"2.345";"Elektrische Leitfähigkeit bei ...Grad Celsius";"Hofen (CYY176)";"Neckar";"2025";"12.09.2025";"814,2";"µS/cm"
"CYY176";"516.388";"5.409.435";"2.345";"Elektrische Leitfähigkeit bei ...Grad Celsius";"Hofen (CYY176)";"Neckar";"2025";"13.09.2025";"829,9";"µS/cm"
"CYY176";"516.388";"5.409.435";"2.345";"Elektrische Leitfähigkeit bei ...Grad Celsius";"Hofen (CYY176)";"Neckar";"2025";"14.09.2025";"832,5";"µS/cm"
"CYY176";"516.388";"5.409.435";"2.345";"Elektrische Leitfähigkeit bei ...Grad Celsius";"Hofen (CYY176)";"Neckar";"2025";"15.09.2025";"779,7";"µS/cm"
"CYY176";"516.388";"5.409.435";"2.345";"Elektrische Leitfähigkeit bei ...Grad Celsius";"Hofen (CYY176)";"Neckar";"2025";"16.09.2025";"776,5";"µS/cm"
"CYY176";"516.388";"5.409.435";"2.345";"Elektrische Leitfähigkeit bei ...Grad Celsius";"Hofen (CYY176)";"Neckar";"2025";"17.09.2025";"738,1";"µS/cm"
"CYY176";"516.388";"5.409.435";"2.345";"Elektrische Leitfähigkeit bei ...Grad Celsius";"Hofen (CYY176)";"Neckar";"2025";"18.09.2025";"725,5";"µS/cm"
"CYY176";"516.388";"5.409.435";"2.345";"Elektrische Leitfähigkeit bei ...Grad Celsius";"Hofen (CYY176)";"Neckar";"2025";"19.09.2025";"725,9";"µS/cm"
"CYY176";"516.388";"5.409.435";"2.345";"Elektrische Leitfähigkeit bei ...Grad Celsius";"Hofen (CYY176)";"Neckar";"2025";"20.09.2025";"748,9";"µS/cm"
"CYY176";"516.388";"5.409.435";"2.345";"Elektrische Leitfähigkeit bei ...Grad Celsius";"Hofen (CYY176)";"Neckar";"2025";"21.09.2025";"771,8";"µS/cm"
"CYY176";"516.388";"5.409.435";"2.345";"Elektrische Leitfähigkeit bei ...Grad Celsius";"Hofen (CYY176)";"Neckar";"2025";"22.09.2025";"731,8";"µS/cm"
"CYY176";"516.388";"5.409.435";"2.345";"Elektrische Leitfähigkeit bei ...Grad Celsius";"Hofen (CYY176)";"Neckar";"2025";"23.09.2025";"585,9";"µS/cm"
"CYY176";"516.388";"5.409.435";"2.345";"Elektrische Leitfähigkeit bei ...Grad Celsius";"Hofen (CYY176)";"Neckar";"2025";"24.09.2025";"595,2";"µS/cm"
"CYY176";"516.388";"5.409.435";"2.345";"Elektrische Leitfähigkeit bei ...Grad Celsius";"Hofen (CYY176)";"Neckar";"2025";"25.09.2025";"539,5";"µS/cm"
"CYY176";"516.388";"5.409.435";"2.345";"Elektrische Leitfähigkeit bei ...Grad Celsius";"Hofen (CYY176)";"Neckar";"2025";"26.09.2025";"538";"µS/cm"
"CYY176";"516.388";"5.409.435";"2.345";"Elektrische Leitfähigkeit bei ...Grad Celsius";"Hofen (CYY176)";"Neckar";"2025";"27.09.2025";"566,7";"µS/cm"
"CYY176";"516.388";"5.409.435";"2.345";"Elektrische Leitfähigkeit bei ...Grad Celsius";"Hofen (CYY176)";"Neckar";"2025";"28.09.2025";"606,2";"µS/cm"
"CYY176";"516.388";"5.409.435";"2.345";"Elektrische Leitfähigkeit bei ...Grad Celsius";"Hofen (CYY176)";"Neckar";"2025";"29.09.2025";"648,2";"µS/cm"
"CYY176";"516.388";"5.409.435";"2.345";"Elektrische Leitfähigkeit bei ...Grad Celsius";"Hofen (CYY176)";"Neckar";"2025";"30.09.2025";"669";"µS/cm"
"CYY176";"516.388";"5.409.435";"2.345";"Elektrische Leitfähigkeit bei ...Grad Celsius";"Hofen (CYY176)";"Neckar";"2025";"01.10.2025";"676,8";"µS/cm"
"CYY176";"516.388";"5.409.435";"2.345";"Elektrische Leitfähigkeit bei ...Grad Celsius";"Hofen (CYY176)";"Neckar";"2025";"02.10.2025";"686,8";"µS/cm"
"CYY176";"516.388";"5.409.435";"2.345";"Elektrische Leitfähigkeit bei ...Grad Celsius";"Hofen (CYY176)";"Neckar";"2025";"03.10.2025";"717,5";"µS/cm"
"CYY176";"516.388";"5.409.435";"2.345";"Elektrische Leitfähigkeit bei ...Grad Celsius";"Hofen (CYY176)";"Neckar";"2025";"04.10.2025";"746";"µS/cm"
"CYY176";"516.388";"5.409.435";"2.345";"Elektrische Leitfähigkeit bei ...Grad Celsius";"Hofen (CYY176)";"Neckar";"2025";"05.10.2025";"768,5";"µS/cm"
"CYY176";"516.388";"5.409.435";"2.345";"Elektrische Leitfähigkeit bei ...Grad Celsius";"Hofen (CYY176)";"Neckar";"2025";"06.10.2025";"798,7";"µS/cm"
"CYY176";"516.388";"5.409.435";"2.345";"Elektrische Leitfähigkeit bei ...Grad Celsius";"Hofen (CYY176)";"Neckar";"2025";"07.10.2025";"829,3";"µS/cm"
"CYY176";"516.388";"5.409.435";"2.345";"Elektrische Leitfähigkeit bei ...Grad Celsius";"Hofen (CYY176)";"Neckar";"2025";"08.10.2025";"840,7";"µS/cm"
"CYY176";"516.388";"5.409.435";"2.345";"Elektrische Leitfähigkeit bei ...Grad Celsius";"Hofen (CYY176)";"Neckar";"2025";"09.10.2025";"839";"µS/cm"
"CYY176";"516.388";"5.409.435";"2.345";"Elektrische Leitfähigkeit bei ...Grad Celsius";"Hofen (CYY176)";"Neckar";"2025";"10.10.2025";"830";"µS/cm"
"CYY176";"516.388";"5.409.435";"2.345";"Elektrische Leitfähigkeit bei ...Grad Celsius";"Hofen (CYY176)";"Neckar";"2025";"11.10.2025";"815,8";"µS/cm"
"CYY176";"516.388";"5.409.435";"2.345";"Elektrische Leitfähigkeit bei ...Grad Celsius";"Hofen (CYY176)";"Neckar";"2025";"12.10.2025";"808,7";"µS/cm"
"CYY176";"516.388";"5.409.435";"2.345";"Elektrische Leitfähigkeit bei ...Grad Celsius";"Hofen (CYY176)";"Neckar";"2025";"13.10.2025";"810,7";"µS/cm"
"CYY176";"516.388";"5.409.435";"2.345";"Elektrische Leitfähigkeit bei ...Grad Celsius";"Hofen (CYY176)";"Neckar";"2025";"14.10.2025";"826,5";"µS/cm"
"CYY176";"516.388";"5.409.435";"2.345";"Elektrische Leitfähigkeit bei ...Grad Celsius";"Hofen (CYY176)";"Neckar";"2025";"15.10.2025";"839,4";"µS/cm"
"CYY176";"516.388";"5.409.435";"2.345";"Elektrische Leitfähigkeit bei ...Grad Celsius";"Hofen (CYY176)";"Neckar";"2025";"16.10.2025";"860,4";"µS/cm"
"CYY176";"516.388";"5.409.435";"2.345";"Elektrische Leitfähigkeit bei ...Grad Celsius";"Hofen (CYY176)";"Neckar";"2025";"17.10.2025";"881";"µS/cm"
"CYY176";"516.388";"5.409.435";"2.345";"Elektrische Leitfähigkeit bei ...Grad Celsius";"Hofen (CYY176)";"Neckar";"2025";"18.10.2025";"898,5";"µS/cm"
"CYY176";"516.388";"5.409.435";"2.345";"Elektrische Leitfähigkeit bei ...Grad Celsius";"Hofen (CYY176)";"Neckar";"2025";"19.10.2025";"907,2";"µS/cm"
"CYY176";"516.388";"5.409.435";"2.345";"Elektrische Leitfähigkeit bei ...Grad Celsius";"Hofen (CYY176)";"Neckar";"2025";"20.10.2025";"922,4";"µS/cm"
"CYY176";"516.388";"5.409.435";"2.345";"Elektrische Leitfähigkeit bei ...Grad Celsius";"Hofen (CYY176)";"Neckar";"2025";"21.10.2025";"937,5";"µS/cm"
"CYY176";"516.388";"5.409.435";"2.345";"Elektrische Leitfähigkeit bei ...Grad Celsius";"Hofen (CYY176)";"Neckar";"2025";"22.10.2025";"948,8";"µS/cm"
"CYY176";"516.388";"5.409.435";"2.345";"Elektrische Leitfähigkeit bei ...Grad Celsius";"Hofen (CYY176)";"Neckar";"2025";"23.10.2025";"915,4";"µS/cm"
"CYY176";"516.388";"5.409.435";"2.345";"Elektrische Leitfähigkeit bei ...Grad Celsius";"Hofen (CYY176)";"Neckar";"2025";"24.10.2025";"776";"µS/cm"
"CYY176";"516.388";"5.409.435";"2.345";"Elektrische Leitfähigkeit bei ...Grad Celsius";"Hofen (CYY176)";"Neckar";"2025";"25.10.2025";"611,8";"µS/cm"
"CYY176";"516.388";"5.409.435";"2.345";"Elektrische Leitfähigkeit bei ...Grad Celsius";"Hofen (CYY176)";"Neckar";"2025";"26.10.2025";"535,7";"µS/cm"
"CYY176";"516.388";"5.409.435";"2.345";"Elektrische Leitfähigkeit bei ...Grad Celsius";"Hofen (CYY176)";"Neckar";"2025";"27.10.2025";"569,9";"µS/cm"
"CYY176";"516.388";"5.409.435";"2.345";"Elektrische Leitfähigkeit bei ...Grad Celsius";"Hofen (CYY176)";"Neckar";"2025";"28.10.2025";"615,1";"µS/cm"
"CYY176";"516.388";"5.409.435";"2.345";"Elektrische Leitfähigkeit bei ...Grad Celsius";"Hofen (CYY176)";"Neckar";"2025";"29.10.2025";"600,6";"µS/cm"
"CYY176";"516.388";"5.409.435";"2.345";"Elektrische Leitfähigkeit bei ...Grad Celsius";"Hofen (CYY176)";"Neckar";"2025";"30.10.2025";"570,5";"µS/cm"
"CYY176";"516.388";"5.409.435";"2.345";"Elektrische Leitfähigkeit bei ...Grad Celsius";"Hofen (CYY176)";"Neckar";"2025";"31.10.2025";"602,2";"µS/cm"
"CYY176";"516.388";"5.409.435";"2.345";"Elektrische Leitfähigkeit bei ...Grad Celsius";"Hofen (CYY176)";"Neckar";"2025";"01.11.2025";"649,8";"µS/cm"
"CYY176";"516.388";"5.409.435";"2.345";"Elektrische Leitfähigkeit bei ...Grad Celsius";"Hofen (CYY176)";"Neckar";"2025";"02.11.2025";"673,1";"µS/cm"
"CYY176";"516.388";"5.409.435";"2.345";"Elektrische Leitfähigkeit bei ...Grad Celsius";"Hofen (CYY176)";"Neckar";"2025";"03.11.2025";"694,8";"µS/cm"
"CYY176";"516.388";"5.409.435";"2.345";"Elektrische Leitfähigkeit bei ...Grad Celsius";"Hofen (CYY176)";"Neckar";"2025";"04.11.2025";"691";"µS/cm"
"CYY176";"516.388";"5.409.435";"2.345";"Elektrische Leitfähigkeit bei ...Grad Celsius";"Hofen (CYY176)";"Neckar";"2025";"05.11.2025";"675,7";"µS/cm"
"CYY176";"516.388";"5.409.435";"2.345";"Elektrische Leitfähigkeit bei ...Grad Celsius";"Hofen (CYY176)";"Neckar";"2025";"06.11.2025";"659";"µS/cm"
"CYY176";"516.388";"5.409.435";"2.345";"Elektrische Leitfähigkeit bei ...Grad Celsius";"Hofen (CYY176)";"Neckar";"2025";"07.11.2025";"679,1";"µS/cm"
"CYY176";"516.388";"5.409.435";"2.345";"Elektrische Leitfähigkeit bei ...Grad Celsius";"Hofen (CYY176)";"Neckar";"2025";"08.11.2025";"717,9";"µS/cm"
"CYY176";"516.388";"5.409.435";"2.345";"Elektrische Leitfähigkeit bei ...Grad Celsius";"Hofen (CYY176)";"Neckar";"2025";"09.11.2025";"746,7";"µS/cm"
"CYY176";"516.388";"5.409.435";"2.345";"Elektrische Leitfähigkeit bei ...Grad Celsius";"Hofen (CYY176)";"Neckar";"2025";"10.11.2025";"767,3";"µS/cm"
"CYY176";"516.388";"5.409.435";"2.345";"Elektrische Leitfähigkeit bei ...Grad Celsius";"Hofen (CYY176)";"Neckar";"2025";"11.11.2025";"792";"µS/cm"
"CYY176";"516.388";"5.409.435";"2.345";"Elektrische Leitfähigkeit bei ...Grad Celsius";"Hofen (CYY176)";"Neckar";"2025";"12.11.2025";"811";"µS/cm"
"CYY176";"516.388";"5.409.435";"2.345";"Elektrische Leitfähigkeit bei ...Grad Celsius";"Hofen (CYY176)";"Neckar";"2025";"13.11.2025";"808,8";"µS/cm"
"CYY176";"516.388";"5.409.435";"2.345";"Elektrische Leitfähigkeit bei ...Grad Celsius";"Hofen (CYY176)";"Neckar";"2025";"14.11.2025";"804,7";"µS/cm"
"CYY176";"516.388";"5.409.435";"2.345";"Elektrische Leitfähigkeit bei ...Grad Celsius";"Hofen (CYY176)";"Neckar";"2025";"15.11.2025";"815,9";"µS/cm"
"CYY176";"516.388";"5.409.435";"2.345";"Elektrische Leitfähigkeit bei ...Grad Celsius";"Hofen (CYY176)";"Neckar";"2025";"16.11.2025";"836,1";"µS/cm"
"CYY176";"516.388";"5.409.435";"2.345";"Elektrische Leitfähigkeit bei ...Grad Celsius";"Hofen (CYY176)";"Neckar";"2025";"17.11.2025";"840,5";"µS/cm"
"CYY176";"516.388";"5.409.435";"2.345";"Elektrische Leitfähigkeit bei ...Grad Celsius";"Hofen (CYY176)";"Neckar";"2025";"18.11.2025";"837,9";"µS/cm"
"CYY176";"516.388";"5.409.435";"2.345";"Elektrische Leitfähigkeit bei ...Grad Celsius";"Hofen (CYY176)";"Neckar";"2025";"19.11.2025";"801";"µS/cm"
"CYY176";"516.388";"5.409.435";"2.345";"Elektrische Leitfähigkeit bei ...Grad Celsius";"Hofen (CYY176)";"Neckar";"2025";"20.11.2025";"745";"µS/cm"
"CYY176";"516.388";"5.409.435";"2.345";"Elektrische Leitfähigkeit bei ...Grad Celsius";"Hofen (CYY176)";"Neckar";"2025";"21.11.2025";"753,2";"µS/cm"
"CYY176";"516.388";"5.409.435";"2.345";"Elektrische Leitfähigkeit bei ...Grad Celsius";"Hofen (CYY176)";"Neckar";"2025";"22.11.2025";"780,1";"µS/cm"
"CYY176";"516.388";"5.409.435";"2.345";"Elektrische Leitfähigkeit bei ...Grad Celsius";"Hofen (CYY176)";"Neckar";"2025";"23.11.2025";"797,3";"µS/cm"
"CYY176";"516.388";"5.409.435";"2.345";"Elektrische Leitfähigkeit bei ...Grad Celsius";"Hofen (CYY176)";"Neckar";"2025";"24.11.2025";"807,3";"µS/cm"
"CYY176";"516.388";"5.409.435";"2.345";"Elektrische Leitfähigkeit bei ...Grad Celsius";"Hofen (CYY176)";"Neckar";"2025";"25.11.2025";"805,8";"µS/cm"
"CYY176";"516.388";"5.409.435";"2.345";"Elektrische Leitfähigkeit bei ...Grad Celsius";"Hofen (CYY176)";"Neckar";"2025";"26.11.2025";"834";"µS/cm"
"CYY176";"516.388";"5.409.435";"2.345";"Elektrische Leitfähigkeit bei ...Grad Celsius";"Hofen (CYY176)";"Neckar";"2025";"27.11.2025";"801,3";"µS/cm"
"CYY176";"516.388";"5.409.435";"2.345";"Elektrische Leitfähigkeit bei ...Grad Celsius";"Hofen (CYY176)";"Neckar";"2025";"28.11.2025";"716,8";"µS/cm"
"CYY176";"516.388";"5.409.435";"2.345";"Elektrische Leitfähigkeit bei ...Grad Celsius";"Hofen (CYY176)";"Neckar";"2025";"29.11.2025";"699";"µS/cm"
"CYY176";"516.388";"5.409.435";"2.345";"Elektrische Leitfähigkeit bei ...Grad Celsius";"Hofen (CYY176)";"Neckar";"2025";"30.11.2025";"719,3";"µS/cm"
"CYY176";"516.388";"5.409.435";"2.345";"Elektrische Leitfähigkeit bei ...Grad Celsius";"Hofen (CYY176)";"Neckar";"2025";"01.12.2025";"729,3";"µS/cm"
